"DT_GERACAO","HH_GERACAO","ANO_ELEICAO","CD_TIPO_ELEICAO","NM_TIPO_ELEICAO","CD_ELEICAO","DS_ELEICAO","DT_ELEICAO","SG_UF","SG_UE","NM_UE","SQ_CANDIDATO","NR_ORDEM_CANDIDATO","CD_TIPO_BEM_CANDIDATO","DS_TIPO_BEM_CANDIDATO","DS_BEM_CANDIDATO","VR_BEM_CANDIDATO","DT_ULTIMA_ATUALIZACAO","HH_ULTIMA_ATUALIZACAO"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791686,3,12,"Casa","residência","600000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791687,1,12,"Casa","casa","300000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791687,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","carro","40000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791688,1,13,"Terreno","5 TERRENOS EM ARAQUARI","400000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791688,2,13,"Terreno","3 TERRENOS EM JOINVILLE","1200000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791689,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","RENAULT LAGUNA 2.0 1999","15000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791689,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","JEEP COMPASS SPORT 2.0 2013","51038,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791929,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FORD CORCEL ANO 1975","1000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791929,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","HONDA 125 - ANO 1983","1000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791929,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FIAT UNO VIVACE - ANO 2015","20000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791929,4,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","HONDA CG 160 - ANO 2016","8000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791930,1,12,"Casa","RUA: Andrelino Nunes da Silva, 28 - RIO BONITO - PIRABEIRABA","300000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791930,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CITROEN 2012","25000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791933,1,12,"Casa","RUA DAS GARDENIAS, 473 - BAIRRO FLORESTA","150000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791933,2,49,"Outras aplicações e Investimentos","INVESTIMENTOS FINANCEIROS","43416,26","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791936,1,32,"Quotas ou quinhões de capital","SALDO CAPITAL SOCIAL - BANCO SICOOB CREDISC","2974,30","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791936,2,61,"Depósito bancário em conta corrente no País","BANCO DO BRASIL","1313,79","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791936,3,61,"Depósito bancário em conta corrente no País","BANCO DO BRASIL","1330,23","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791936,4,32,"Quotas ou quinhões de capital","QUOTAS NA EMPRESA FERSSI ARTEFATOS TEXTEIS LTDA - CORRESPONDENTE A 40% DO CAPITAL SOCIAL. (EMPRESA INATIVA).","480,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791938,1,11,"Apartamento","RUA JULIANO BUSARELLO, 250 - BAIRRO ITINGA","70000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791939,1,13,"Terreno","MEDINDO 17X48","180000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791939,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VOYAGE CITY 2013/2014","29000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791940,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","PICASSO","20000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791940,2,13,"Terreno","GUARATUBA - SÍTIO","250000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791940,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CAMINHÃO","45000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791940,4,12,"Casa","Rua: Maria Lucimar Fritz, 87 - Paranaguamirim","500000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791940,5,13,"Terreno","RUA Venceslau Braz - GUARATUBA","150000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791941,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","PEUGEOT 308","30000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791942,1,11,"Apartamento","RUA NOEL ROSA - COMASA","140000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791942,2,13,"Terreno","RUA JOÃO EBERT, 1325 - JOINVILLE","120000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791942,3,13,"Terreno","RUA JOÃO EBERT, 1385 - JOINVILLE","180000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791942,4,13,"Terreno","RUA MARÍTIMA, 209 - COMASA DO BOA VISTA","110000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CARRO FINANCIADO JUNTO AO BANCO SAFRA NO MES DE NOVEMBRO","45000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,2,32,"Quotas ou quinhões de capital","COTAS COMPRADAS BANCO DO BRASIL","5052,24","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,3,32,"Quotas ou quinhões de capital","COTAS DE R$89,75=R$2692,50","2692,50","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,4,32,"Quotas ou quinhões de capital","COTAS DE R$ 123,74= 3712,20","3712,20","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,5,32,"Quotas ou quinhões de capital","1 COTA DE R$119,90","119,90","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,6,32,"Quotas ou quinhões de capital","30 COTAS A R$128,14","2562,80","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,7,32,"Quotas ou quinhões de capital","R$ 25 COTAS A 108,15","2703,75","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,8,32,"Quotas ou quinhões de capital","41 COTAS A R$ 72,26","2962,66","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791943,9,32,"Quotas ou quinhões de capital","30 COTAS A R$119,95","3598,50","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,1,11,"Apartamento","RUA SANTA CATARINA, 3180 - BAIRRO FLORESTA","47569,09","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,2,13,"Terreno","LOTEAMENTO SÃO JOAQUIM - BAIRRO ITINGA","3000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","RENAULT SCENIC AUT 1.6 - ANO 2003","14000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,4,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CAMINHONETE WOLVO XC - ANO 2010","43346,08","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,5,41,"Caderneta de poupança","CEF","86777,43","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,6,41,"Caderneta de poupança","BANCO DO BRASIL","1656,49","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,7,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","BMW 320 - ANO 2007","75849,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,8,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","GOL VW 1.0","12000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,9,32,"Quotas ou quinhões de capital","BAR E LANCHONETE DUBA LTDA ME","1900,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,10,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VENDA A PRAZO DO VEICULO RENAULT LOGAN PRI ANO 2007","680,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,11,61,"Depósito bancário em conta corrente no País","BRADESCO","8,77","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791944,12,49,"Outras aplicações e Investimentos","BRADESCO VIDA E PREVIDENCIA S.A","58000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FORD CARGO","70000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,2,39,"Outras participações societárias","SOCIO DA EMPRESA EMPREITEIRA ZERMIANI","15000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","PAJETO GLS  - ANO 2001","25000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,4,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","REBOQUE VISTORIA  LBM CS ANO 2019","3000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,5,13,"Terreno","ESTRADA DEDO GROSS","60000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,6,13,"Terreno","RUA JÚLIO STOLF, 175 - BAIRRO VILA NOVA","380000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791945,7,12,"Casa","RUA ALEX ADOLFHO, S/N - BAIRRO VILA NOVA","200000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791946,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","JTA SUZUKI","2500,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791946,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","SONIC LTZ","36800,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791946,3,61,"Depósito bancário em conta corrente no País","BANCO DO BRASIL","14469,47","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791946,4,13,"Terreno","RUA MARIA SANTA CORREA, 804 - BAIRRO VILA NOVA - JOINVILLE","90000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791947,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","COROLLA 2014","20000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791948,1,12,"Casa","Rua: Augusto Ernesto Boettcher, 214 - Floresta - Joinville","350000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,1,12,"Casa","PARTE IDEAL DE UMA CASA EM ALVENARIA EM CONSTRUCAO SITO A RUA CHURCHIL 246, REGISTRO IMOVEL MATRICULA 7888 DE 14 DE MARCO DE 1978.","77711,20","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FORD RANGER 12E ANO 1999/2000 GASOLINA - PLACAS MBD 3972","18000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,3,32,"Quotas ou quinhões de capital","1500 COTAS DE CAPITAL DA EMPRESA IRACEMA BENTO E CIA LTDA ME, CNPJ 03.139.113/0001-60","1500,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,4,59,"Outros créditos e poupança vinculados","POUPANCA OURO AG 3539 CC 129330-3","11113,34","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,5,59,"Outros créditos e poupança vinculados","CONTA POUPANCA CEF AG 4123 - 013- 00035889-6","291,75","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791950,6,61,"Depósito bancário em conta corrente no País","CONTA CORRENTE BANCO DO BRASIL","9718,51","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791951,1,12,"Casa","RUA FRANCISCO BELTÃO, 66 - BAIRRO AVENTUREIRO - JOINVILLE/SC","300000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791951,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","MOTO HONDA BIZ 125 - ANO 2011","6000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000791951,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CARRO HYUNDAI IX35 - ANO 2014","60000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792619,1,24,"Bem relacionado com o exercício da atividade autônoma","Automóvel PEUGEOT/208 ACT PACK MT - Placa QIU3784 - Renavam 152777359","36869,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792619,2,41,"Caderneta de poupança","Caixa Econômica Federal - Conta 3778 013 00011064-8","110,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792620,1,16,"Construção","Construção de unidade habitacional programa minha casa minha vida com alienação fiduciária","165000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792623,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - PEUGEOT 307 HB FELINE - Alienado Fiduciariamente ao Banco Aymoré - RENAVAM: 00133220320","22900,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792623,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel FIAT ARGO DRIVE 1.0 2019/2020 - Alienado Fiduciariamente ao Banco Safra","55000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792626,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FIAT PALIO FIRE FLEX 2007 PLACA: DWS1226","15755,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792626,2,11,"Apartamento","50% DO APARTAMENTO N. 115, DO CONDOMÍNIO ÁLGEBRA, SITUADO EM JOINVILLE/SC NA RUA OTTO NASS N. 414 MATRICULA N. 118.674 NO VALOR TOTAL DE R$ 130.000,00","65000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792628,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Veículo: FIAT UNO ANO 2011 MODELO 2012 VERMELHO PLACA OAP-8192. RENAVAM: 00459952684","20000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792629,1,12,"Casa","Residência em usufruto com a mãe Mercedes de Souza - situado à Rua Souza Lobo, 409, bairro Costa e Silva, Joinville/SC","250000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792629,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - MAVERICK - ano 1976 cor vermelho","30000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792629,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - FUSION ano 2007","34000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792629,4,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - FORD KA ano 2006","2000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792629,5,19,"Outros bens imóveis","Sito ao endereço","250000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792630,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - GM/Corsa Sedam ano 2003","14200,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792630,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Motocicleta - SPEED 150CC ano 2010","2365,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792632,1,41,"Caderneta de poupança","Depósito em poupança no banco Itaú - Conta Universal 7424-04966-1. Bem ou direito pertencente ao titular. CPF: 379.838.149-68. CNPJ: 60.701.190/0001-04. Banco: 341 Agência: 7424 Conta: 4966-1","7669,35","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792632,2,45,"Aplicação de renda fixa (CDB, RDB e outros)","Aplicação de renda fixa RDB/CDB - Bem ou direito pertencente ao titular. CPF: 379.838.149-68. CNPJ: 23.025.711/0001-16","752,31","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792632,3,61,"Depósito bancário em conta corrente no País","Depósito em conta corrente - Bem ou direito pertencente ao titular. CPF: 379.838.149-68. CNPJ: 60.701.190/0001-04. Banco: 341 Agência: 7424 Conta: 14359-7","10,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792632,4,12,"Casa","Casa situada à Rua Eugênio Wolter, 345, Joinville/SC - com 237m² com algumas melhorias feitas.","360000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792632,5,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel - PICAPE S10 CABINE DUPLA.","50000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792633,1,13,"Terreno","TERRENO MEDINDO 292,5 METROS QUADRADOS SITUADO A RUA:S8 Q325 Q332 S/N EM BALNEARIO PICARRAS SC. Inscrição Municipal (IPTU): 01083340152 RUA:S8 Q325 Q332 N.: E/09 ÁREA 292,5 METROS QUADRADOS","100000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000792633,2,31,"Ações (inclusive as provenientes de linha telefônica)","ACOES TIM PARTICIPACOES S.A. TIPO ON","271,00","29/10/2020","11:39:34"
